,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
93,1657978051,False,finalized,3,3/30/2018 14:50:39,"""000""",0.0,1.0,"""111""",1,1.0,Fri May 31 16:33:07 +0000 2013,3.41e+17,rt usrId hello world support us by sending messages with photos hold some httpAddress let us fill gezi park with the httpAddress #occupy,0,0,hello world support us sending messages photos hold let us fill occupy
94,1657978052,False,finalized,3,3/30/2018 15:29:27,"""10""",1.0,0.3388,"""011""",1,0.6748,Mon Jun 24 10:27:31 +0000 2013,3.49e+17,rt usrId #simsek says some journalists killed people robbed httpAddress that s why they re in httpAddress #turkey 34911712068272128 mon jun DD 10 28 13 00 2013 rt usrId #simsek says #erdogan government not imposing way of life on httpAddress #turkey 34911742330195968 mon jun DD 10 28 20 00 2013 via usrId erdogan said that his cops were very httpAddress look how brave they httpAddress #occupygezi #direnankara httpAddress,1,0,simsek says journalists killed people robbed mon simsek says erdogan government imposing way life mon via erdogan said cops look brave
95,1657978053,False,finalized,3,3/30/2018 15:16:10,"""11""",1.0,0.664,"""011""",1,0.664,Sat Jun 01 18:57:26 +0000 2013,3.41e+17,bbc news turkish protesters pack taksim square as police withdraw httpAddress,1,0,bbc news pack square police withdraw
96,1657978054,False,finalized,3,3/30/2018 15:24:33,"""11""",1.0,0.6594,"""011""",1,0.6594,Tue Jun 11 11:49:37 +0000 2013,3.44e+17,turkish secret police agents provocateurs infiltrating taksim square ? its the oldest trick in the kgb httpAddress httpAddress,1,0,secret police agents provocateurs infiltrating square oldest trick kgb
97,1657978055,False,finalized,3,3/30/2018 14:50:39,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 08 14:30:45 +0000 2013,3.43e+17,rt usrId rt usrId #taksim is httpAddress #sndenblock #occupyfrankfurt #blockupy #occupytaksim httpAddress #,1,0,sndenblock occupyfrankfurt blockupy occupytaksim
98,1657978056,False,finalized,3,3/30/2018 15:26:50,"""00""",0.0,0.672,"""101""",1,0.672,Sat Jun 01 11:25:12 +0000 2013,3.41e+17,rt usrId #geziparki people of the world u must know each city region country must have atleast 25 green cover amp ,0,0,people world u must know city region country must atleast green cover
99,1657978057,False,finalized,3,3/30/2018 15:11:12,"""00""",0.0,0.6594,"""011""",1,0.6594,Sat Jun 01 15:00:36 +0000 2013,3.41e+17,rt usrId some terrorist and anarchist groups wants to killany httpAddress but thanks god for our httpAddress #provokasyonagelmyoruz,0,0,terrorist anarchist groups wants killany thanks god provokasyonagelmyoruz
100,1657978058,False,finalized,3,3/30/2018 15:17:18,"""00""",0.0,0.664,"""101""",1,0.664,Tue Jun 04 04:21:40 +0000 2013,3.42e+17,rt usrId bbc world tv following protests in turkey httpAddress if you are demonstrating tonight and would like to speak to us please get,1,0,bbc world tv following demonstrating tonight would like speak us please get
101,1657978059,False,finalized,3,04/06/18 14:16,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 08 22:23:17 +0000 2013,3.43e+17,rt usrId an act of collective liberation is going on right now at httpAddress it is in every sense a revolutionary httpAddress http,0,0,act collective liberation going right every sense revolutionary
102,1657978060,False,finalized,3,04/06/18 11:43,"""11""",1.0,0.6645,"""110""",1,0.6645,Wed Jun 05 07:34:32 +0000 2013,3.42e+17,rt usrId turkey s woman in red ? image of a girl being sprayed with tear gas by police becomes symbol of violent protests httpAddress,1,1,woman red image girl sprayed tear gas police becomes symbol violent
103,1657978061,False,finalized,3,3/30/2018 15:33:35,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 10 00:22:01 +0000 2013,3.44e+17,rt usrId video #occupygezi #j10 barricades being reinforced in anticipation of attack on the camp httpAddress #istranbul httpAddress,1,0,video j barricades reinforced anticipation attack camp istranbul
105,1657978064,False,finalized,3,3/30/2018 15:04:47,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 05:04:23 +0000 2013,3.44e+17,rt usrId hundreds of police move past barricades in taksim square istanbul firing tear gas say eyewitnesses httpAddress,1,1,hundreds police move past barricades square firing tear gas say eyewitnesses
106,1657978065,False,finalized,3,3/30/2018 15:29:27,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 23:14:52 +0000 2013,3.41e+17,this is here turkiye media afraid and silenced pls tell to the world #askally matt smit #direngezipark #tayipstifa httpAddress,1,0,turkiye media afraid silenced pls tell world askally matt smit tayipstifa
107,1657978067,False,finalized,3,3/30/2018 14:55:23,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 15 10:24:09 +0000 2013,3.46e+17,rt usrId duden waterfalls in antalya gt ,0,0,duden waterfalls antalya gt
108,1657978068,False,finalized,3,3/30/2018 15:19:48,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 17 07:38:54 +0000 2013,3.47e+17,think i ate the entire turkey n it s not thanksgiving yet !,0,0,think ate entire n thanksgiving yet
109,1657978070,False,finalized,3,3/30/2018 14:55:23,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 17 20:14:07 +0000 2013,3.47e+17,tahiti scored in the same minute as gerrard in httpAddress its going to happen,0,0,tahiti scored minute gerrard going happen
110,1657978071,False,finalized,3,04/06/18 14:25,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 01 22:22:22 +0000 2013,3.41e+17,rt usrId these pix of police brutality in turkey should be enough for that govt to call off the cops talk to their ppl httpAddress,0,0,pix police brutality enough govt call cops talk ppl
111,1657978073,False,finalized,3,04/06/18 14:51,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 16:01:15 +0000 2013,3.41e+17,rt usrId #1staid4 #egypt #jan25 burns arabic english httpAddress #yemen #bahrain #libya #syria #turk,0,0,staid egypt burns arabic english yemen bahrain libya syria turk
112,1657978074,False,finalized,3,3/30/2018 15:26:50,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 03 20:48:15 +0000 2013,3.42e+17,rt usrId a kiss amidst the fire #occupyturkey #direngeziparki #occupygezi #turkey httpAddress,1,0,kiss amidst fire occupyturkey
113,1657978075,False,finalized,3,04/06/18 14:51,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 21:43:48 +0000 2013,3.45e+17,watching this turkey drama unfolding on tv is httpAddress,0,0,watching drama unfolding tv
114,1657978076,False,finalized,3,04/06/18 12:02,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 20 17:04:47 +0000 2013,3.48e+17,far from home ! #sydney maiden s tower #istanbul #bosphorous httpAddress,0,0,far home sydney maiden tower bosphorous
115,1657978077,False,finalized,3,3/30/2018 14:53:42,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 12:56:00 +0000 2013,3.46e+17,rt usrId ny times httpAddress cnn httpAddress bbc httpAddress guardian httpAddress,0,0,ny times cnn bbc guardian
116,1657978078,False,finalized,3,3/30/2018 15:17:18,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 16 18:20:00 +0000 2013,3.46e+17,berlin in solidarity with turkish youth httpAddress #occupygezi,1,0,berlin solidarity youth
117,1657978079,False,finalized,3,3/30/2018 14:55:23,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 15 11:33:33 +0000 2013,3.46e+17,rt usrId #istanbul DD saturday municipal digger cleaning up inside gezi httpAddress spot the penguin httpAddress,0,0,saturday municipal digger cleaning inside spot penguin
118,1657978080,False,finalized,3,3/30/2018 14:58:05,"""001""",0.0,0.6757,"""111""",1,1.0,Thu Jun 13 16:25:07 +0000 2013,3.45e+17,rt usrId unbelievable threat from turkey health minister today to prosecute doctors treating injured protestors #occupygezi #dir,1,1,unbelievable threat health minister today prosecute doctors treating injured protestors dir
120,1657978082,False,finalized,3,3/30/2018 15:01:20,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 13 21:10:02 +0000 2013,3.45e+17,have you ever needed medical treatment in turkey ? what did you think of it ?,0,0,ever needed medical treatment think
121,1657978083,False,finalized,3,3/30/2018 14:50:09,"""000""",0.0,1.0,"""111""",1,1.0,Wed Jun 05 16:50:13 +0000 2013,3.42e+17,rt usrId change the world one tweet at a httpAddress support #occupygezi by tweeting the hashtag #wearegezi,1,0,change world one tweet support tweeting hashtag wearegezi
122,1657978084,False,finalized,3,04/06/18 12:02,"""00""",0.0,0.6648,"""011""",1,0.6648,Tue Jun 11 19:16:14 +0000 2013,3.45e+17,rt usrId announcement plz be responsive cansel a DD years old girl is lost at taksim httpAddress her family on stage plz help the,0,0,announcement plz responsive cansel years old girl lost family stage plz help
123,1657978085,False,finalized,3,04/06/18 11:52,"""111""",1.0,1.0,"""111""",1,1.0,Sun Jun 02 17:34:05 +0000 2013,3.41e+17,proof of the police violence in turkey usrId usrId usrId usrId usrId httpAddress #turkey #direngeziparki,1,1,proof police violence
124,1657978086,False,finalized,3,4/13/2018 10:37:34,"""01""",1.0,0.3448,"""110""",1,0.6552,Sat Jun 01 00:17:15 +0000 2013,3.41e+17,video turkish police brutally disperse istanbul park demolition protest,1,1,video police brutally disperse demolition
125,1657978087,False,finalized,3,04/06/18 12:19,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 14:21:48 +0000 2013,3.44e+17,some of my friends would go to that show in httpAddress wise decision httpAddress,0,0,friends would go show wise decision
126,1657978088,False,finalized,3,04/05/18 11:50,"""00""",0.0,0.6827,"""101""",1,0.6827,Tue Jun 11 09:00:22 +0000 2013,3.44e+17,expect him to talk to his base insult protesters rt usrId erdogan just started speaking to the akp at the parliament,1,0,expect talk base insult erdogan started speaking akp parliament
127,1657978089,False,finalized,3,04/06/18 11:49,"""01""",0.0,0.3412,"""110""",1,0.6645,Mon Jun 03 22:24:32 +0000 2013,3.42e+17,rt usrId act now ! send a message to turkish authorities to end abuse and reveal extent of injuries httpAddress pls rt #occup,1,1,act send message authorities end abuse reveal extent injuries pls occup
128,1657978090,False,finalized,3,3/30/2018 14:50:09,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 20:43:43 +0000 2013,3.42e+17,once placement is over i am definitely fasting before turkey,0,0,placement definitely fasting
129,1657978091,False,finalized,3,3/30/2018 14:55:23,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 16:38:44 +0000 2013,3.47e+17,rt usrId solidarity to #turkey #istanbul this ist for you httpAddress #occupygezi #direngezipark watch spread httpAddress,1,0,solidarity ist watch spread
130,1657978092,False,finalized,3,3/30/2018 15:11:12,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 23:01:19 +0000 2013,3.47e+17,rt usrId what is happening in #taksim and #ankara should get support of worldwide members of #occupy httpAddress httpAddress,1,0,happening ankara get support worldwide members occupy
131,1657978093,False,finalized,3,3/30/2018 15:11:00,"""00""",0.0,0.6606,"""101""",1,0.6606,Mon Jun 03 12:39:59 +0000 2013,3.42e+17,turkey it s not about the park anymore what began as a small sit in over the turkish government s plan to httpAddress httpAddress,1,0,anymore began small sit government plan
132,1657978094,False,finalized,3,3/30/2018 14:53:42,"""0""",0.0,0.0,"""100""",0,0.672,Thu Jun 06 09:17:49 +0000 2013,3.43e+17,rt usrId solidarity with the people of httpAddress fuck the police,1,0,solidarity people fuck police
133,1657978095,False,finalized,3,3/30/2018 15:16:10,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 16:48:25 +0000 2013,3.41e+17,#direngaziparki httpAddress things happening in turkey open in a browser,1,0,direngaziparki things happening open browser
134,1657978096,False,finalized,3,3/30/2018 15:17:18,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 14:07:26 +0000 2013,3.46e+17,rt usrId reports in turkey that mikel has agreed to join httpAddress gutted if httpAddress,0,0,reports mikel agreed join gutted
135,1657978097,False,finalized,3,3/30/2018 15:19:48,"""00""",0.0,0.6594,"""011""",1,0.6594,Mon Jun 03 22:07:04 +0000 2013,3.42e+17,rt usrId despite attack on httpAddress we continue to post updates on bradley #manning trial protests in #turkey and other s,0,0,despite attack continue post updates bradley manning trial
136,1657978098,False,finalized,3,3/30/2018 14:50:09,"""0""",0.0,0.0,"""100""",0,0.6622,Sun Jun 09 18:33:07 +0000 2013,3.44e+17,#gezi #ikea mete and bahar httpAddress,0,0,ikea mete bahar
137,1657978099,False,finalized,3,04/06/18 14:56,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 17 23:07:57 +0000 2013,3.47e+17,hahaha there s a boner and a ballsack in my httpAddress,0,0,hahaha boner ballsack
138,1657978100,False,finalized,3,3/30/2018 15:21:39,"""1""",0.0,0.0,"""001""",0,0.672,Wed Jun 05 23:07:50 +0000 2013,3.42e+17,rt usrId shame on us tear gas used in turkey against demonstrators is made in brasil usrId httpAddress,1,1,shame us tear gas used demonstrators made brasil
139,1657978101,False,finalized,3,04/06/18 14:25,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 06:03:29 +0000 2013,3.49e+17,usrId chazzy is a dam fool dat i pitty that jive turkey never worked a day in his life i be da king ya feel ?,0,0,chazzy dam fool dat pitty jive never worked day life da king ya feel
141,1657978103,False,finalized,3,04/06/18 14:16,"""01""",0.0,0.3398,"""110""",1,0.6659,Thu Jun 13 18:56:34 +0000 2013,3.45e+17,mothers surrounded gezi to protect their children from riot police usrId usrId usrId usrId httpAddress,1,1,mothers surrounded protect children riot police
142,1657978104,False,finalized,3,04/06/18 14:11,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 07 06:24:29 +0000 2013,3.43e+17,rt usrId recep tayyip httpAddress never misses an opportunity to miss an httpAddress,0,0,recep tayyip never misses opportunity miss
143,1657978105,False,finalized,3,3/30/2018 14:58:05,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 16 16:05:56 +0000 2013,3.46e+17,rt usrId turkish gov t declares war on its own citizens protesters who return to taksim are terrorist supporters httpAddress,1,1,gov declares war citizens return terrorist supporters
144,1657978106,False,finalized,3,3/30/2018 15:26:50,"""000""",0.0,1.0,"""111""",1,1.0,Mon Jun 17 19:11:58 +0000 2013,3.47e+17,rt usrId istanbul is under httpAddress police httpAddress today relatively httpAddress #occupygezi,1,0,police today relatively
145,1657978107,False,finalized,3,3/30/2018 15:00:03,"""1""",0.0,0.0,"""010""",0,0.6617,Fri May 31 20:24:51 +0000 2013,3.41e+17,rt usrId bbc world is showing awful scenes from today s protests in httpAddress turkey s tv24 airing an erdogan anti smoking speec,1,0,bbc world showing awful scenes today tv airing erdogan anti smoking speec
147,1657978109,False,finalized,3,3/30/2018 14:58:05,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 23:59:01 +0000 2013,3.43e+17,rt usrId the D fight club style rules of protesting in turkey httpAddress via usrId,0,0,fight club style rules protesting via
148,1657978110,False,finalized,3,3/30/2018 15:09:17,"""0""",0.0,0.0,"""001""",0,0.6581,Wed Jun 05 21:50:22 +0000 2013,3.42e+17,these days no one in iraq is httpAddress one in sirya is safe no one in lebanon no one in pakistan no one in turkey no one is httpAddress days,0,0,days one iraq one sirya safe one lebanon one pakistan one one days
149,1657978111,False,finalized,3,3/30/2018 15:14:33,"""nan""",0.0,1.0,"""000""",0,1.0,Wed Jun 05 19:12:14 +0000 2013,3.42e+17,rt usrId turkish fm ahmet davutoglu reportedly tells us sec of state john kerry that turkey is not a second class democracy httpAddress,0,0,fm ahmet davutoglu reportedly tells us sec state john kerry second class democracy
150,1657978113,False,finalized,3,3/30/2018 15:28:45,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 17:12:54 +0000 2013,3.42e+17,rt usrId i thought my obsession with #got was incompatible with monitoring the situation in httpAddress i was httpAddress #occupygezi ht,0,0,thought obsession got incompatible monitoring situation ht
151,1657978114,False,finalized,3,04/06/18 14:25,"""01""",0.0,0.3468,"""110""",1,0.659,Wed Jun 05 14:25:20 +0000 2013,3.42e+17,rt usrId taksim square last night httpAddress,1,0,square last night
152,1657978116,False,finalized,3,3/30/2018 15:16:10,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 06 23:05:56 +0000 2013,3.43e+17,rt usrId #milan now solidarity with turkish revolt ! #occupygezi httpAddress,1,0,milan solidarity revolt
154,1657978119,False,finalized,3,3/30/2018 14:55:59,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 16 10:59:58 +0000 2013,3.46e+17,great graffiti from istanbul we httpAddress we httpAddress we httpAddress httpAddress via who though ?,0,0,great graffiti via though
155,1657978120,False,finalized,3,04/06/18 13:38,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 15 01:52:34 +0000 2013,3.46e+17,rt usrId to our friends in turkey we did not cancel the httpAddress the event organizers canceled the httpAddress want you to httpAddress we are with,0,0,friends cancel event organizers canceled want
